"Invoice","item"
6123,"margarine"
6124,"napkins"
6126,"root vegetables"
6127,"sliced cheese"
6128,"Instant food products"
6129,"newspapers"
6130,"UHT-milk"
6131,"butter"
6132,"sugar"
6134,"meat"
6136,"red/blush wine"
6137,"root vegetables"
6138,"rolls/buns"
6139,"dishes"
6140,"rolls/buns"
6141,"whole milk"
6142,"soda"
6144,"rolls/buns"
6145,"root vegetables"
6146,"white bread"
6147,"whole milk"
6148,"hygiene articles"
6149,"whole milk"
6150,"misc. beverages"
6152,"root vegetables"
6153,"butter"
6154,"pastry"
6155,"chicken"
6156,"roll products"
6157,"dishes"
6158,"frozen vegetables"
6160,"pasta"
6161,"root vegetables"
6162,"detergent"
6163,"hamburger meat"
6164,"frozen vegetables"
6167,"pip fruit"
6169,"butter milk"
6170,"fruit/vegetable juice"
6171,"rolls/buns"
6172,"hamburger meat"
6173,"napkins"
6174,"soda"
6175,"rolls/buns"
6176,"curd"
6177,"pastry"
6180,"pork"
6182,"domestic eggs"
6185,"pastry"
6186,"margarine"
6187,"soda"
6188,"candy"
6190,"brown bread"
6191,"soda"
6193,"bottled water"
6194,"root vegetables"
6195,"vinegar"
6196,"coffee"
6197,"potted plants"
6198,"napkins"
6200,"spices"
6201,"citrus fruit"
6202,"processed cheese"
6205,"root vegetables"
6206,"bottled water"
6208,"soft cheese"
6210,"domestic eggs"
6212,"whole milk"
6213,"bottled water"
6214,"chicken"
6215,"whipped/sour cream"
6216,"bottled water"
6217,"soda"
6221,"rolls/buns"
6222,"candy"
6224,"citrus fruit"
6225,"sliced cheese"
6226,"pastry"
6227,"newspapers"
6229,"rolls/buns"
6231,"rolls/buns"
6232,"shopping bags"
6233,"whole milk"
6234,"fruit/vegetable juice"
6235,"soups"
6236,"butter"
6238,"turkey"
6239,"butter"
6240,"ice cream"
6241,"newspapers"
6243,"yogurt"
6246,"whole milk"
6249,"rolls/buns"
6251,"pip fruit"
6252,"specialty fat"
6254,"flour"
6255,"whole milk"
6256,"oil"
6257,"house keeping products"
6259,"frozen meals"
6261,"chewing gum"
6262,"curd cheese"
6263,"beef"
6264,"whole milk"
6265,"soda"
6266,"shopping bags"
6268,"frozen vegetables"
6269,"newspapers"
6275,"pip fruit"
6276,"soda"
6277,"sparkling wine"
6278,"baking powder"
6279,"light bulbs"
6280,"soda"
6281,"waffles"
6282,"chewing gum"
6283,"shopping bags"
6284,"citrus fruit"
6285,"semi-finished bread"
6286,"tropical fruit"
6287,"whipped/sour cream"
6288,"salt"
6289,"newspapers"
6290,"pip fruit"
6291,"yogurt"
6293,"soda"
6294,"root vegetables"
6295,"whipped/sour cream"
6296,"cream cheese"
6297,"canned fish"
6298,"white wine"
6299,"rolls/buns"
6300,"beverages"
6301,"shopping bags"
6302,"rolls/buns"
6303,"waffles"
6306,"chewing gum"
6307,"soda"
6309,"coffee"
6310,"dishes"
6312,"pip fruit"
6313,"margarine"
6315,"whole milk"
6316,"newspapers"
6317,"citrus fruit"
6318,"pastry"
6319,"butter"
6320,"liquor (appetizer)"
6321,"citrus fruit"
6322,"butter"
6323,"dishes"
6324,"whole milk"
6325,"yogurt"
6326,"rolls/buns"
6327,"hygiene articles"
6328,"canned beer"
6329,"packaged fruit/vegetables"
6330,"frozen vegetables"
6331,"brown bread"
6332,"specialty chocolate"
6333,"mustard"
6334,"soda"
6335,"yogurt"
6336,"pip fruit"
6337,"dishes"
6338,"tropical fruit"
6339,"yogurt"
6340,"ice cream"
6341,"salty snack"
6342,"napkins"
6343,"yogurt"
6346,"long life bakery product"
6347,"citrus fruit"
6348,"frozen meals"
6349,"shopping bags"
6350,"hard cheese"
6351,"citrus fruit"
6352,"whipped/sour cream"
6353,"vinegar"
6354,"popcorn"
6356,"baking powder"
6357,"sugar"
6359,"margarine"
6362,"hamburger meat"
6363,"cream cheese"
6364,"cat food"
6366,"turkey"
6367,"cream cheese"
6368,"meat"
6369,"domestic eggs"
6370,"soda"
6373,"bottled beer"
6374,"whole milk"
6375,"pastry"
6376,"root vegetables"
6377,"hygiene articles"
6378,"root vegetables"
6380,"hamburger meat"
6381,"mayonnaise"
6383,"pip fruit"
6384,"salty snack"
6385,"nuts/prunes"
6386,"cream cheese"
6387,"newspapers"
6388,"domestic eggs"
6390,"meat"
6391,"UHT-milk"
6392,"fruit/vegetable juice"
6394,"whipped/sour cream"
6395,"pet care"
6397,"bottled water"
6398,"beef"
6400,"white bread"
6401,"popcorn"
6402,"specialty chocolate"
6405,"coffee"
6406,"pip fruit"
6408,"tropical fruit"
6409,"yogurt"
6413,"soda"
6414,"beverages"
6415,"newspapers"
6416,"white bread"
6417,"tropical fruit"
6418,"semi-finished bread"
6419,"chicken"
6421,"yogurt"
6422,"pastry"
6423,"coffee"
6426,"tropical fruit"
6427,"butter"
6428,"hygiene articles"
6429,"yogurt"
6430,"dishes"
6431,"root vegetables"
6433,"frozen meals"
6434,"whipped/sour cream"
6435,"soda"
6436,"citrus fruit"
6437,"cat food"
6438,"long life bakery product"
6439,"whipped/sour cream"
6441,"potted plants"
6442,"pork"
6443,"bottled water"
6444,"white wine"
6445,"bottled water"
6446,"pip fruit"
6447,"flour"
6448,"newspapers"
6449,"pip fruit"
6450,"frozen dessert"
6451,"margarine"
6452,"shopping bags"
6453,"pip fruit"
6454,"fruit/vegetable juice"
6455,"hygiene articles"
6456,"curd"
6457,"bottled water"
6458,"whole milk"
6459,"cream cheese"
6460,"dessert"
6461,"cling film/bags"
6462,"ham"
6463,"rolls/buns"
6464,"chocolate marshmallow"
6465,"tropical fruit"
6466,"yogurt"
6467,"misc. beverages"
6468,"whole milk"
6471,"whole milk"
6474,"fruit/vegetable juice"
6475,"cream cheese"
6476,"domestic eggs"
6477,"specialty chocolate"
6480,"onions"
6481,"soft cheese"
6482,"sweet spreads"
6484,"pork"
6485,"liquor (appetizer)"
6486,"butter"
6487,"pickled vegetables"
6489,"sausage"
6490,"pastry"
6493,"root vegetables"
6494,"tropical fruit"
6495,"beverages"
6497,"newspapers"
6500,"pet care"
6501,"rolls/buns"
6502,"rolls/buns"
6503,"citrus fruit"
6504,"pip fruit"
6505,"soda"
6507,"tropical fruit"
6508,"canned fish"
6510,"root vegetables"
6511,"salt"
6512,"sausage"
6513,"rolls/buns"
6515,"pip fruit"
6516,"bottled beer"
6517,"chicken"
6518,"pip fruit"
6519,"whole milk"
6520,"frozen vegetables"
6525,"frozen meals"
6527,"whipped/sour cream"
6528,"rolls/buns"
6529,"chocolate marshmallow"
6531,"hamburger meat"
6532,"meat spreads"
6533,"tropical fruit"
6534,"white bread"
6535,"root vegetables"
6536,"butter"
6537,"bottled beer"
6538,"misc. beverages"
6539,"ice cream"
6541,"candy"
6542,"citrus fruit"
6543,"soda"
6544,"tropical fruit"
6545,"pastry"
6546,"hygiene articles"
6547,"whole milk"
6548,"pastry"
6549,"whole milk"
6550,"margarine"
6551,"shopping bags"
6552,"pip fruit"
6553,"cream cheese"
6555,"whipped/sour cream"
6556,"mayonnaise"
6557,"fruit/vegetable juice"
6558,"meat"
6559,"citrus fruit"
6560,"domestic eggs"
6562,"pet care"
6563,"shopping bags"
6564,"citrus fruit"
6565,"rolls/buns"
6569,"root vegetables"
6570,"domestic eggs"
6572,"UHT-milk"
6573,"soda"
6574,"bottled beer"
6575,"shopping bags"
6576,"chicken"
6577,"tropical fruit"
6578,"roll products"
6579,"artif. sweetener"
6580,"jam"
6581,"potted plants"
6582,"white wine"
6584,"whole milk"
6585,"pastry"
6586,"newspapers"
6587,"flour"
6588,"canned beer"
6589,"waffles"
6590,"rum"
6595,"whipped/sour cream"
6596,"dishes"
6597,"rolls/buns"
6599,"salty snack"
6601,"brown bread"
6602,"cat food"
6603,"shopping bags"
6604,"chicken"
6605,"dessert"
6606,"bottled water"
6607,"detergent"
6609,"yogurt"
6610,"berries"
6611,"oil"
6613,"whole milk"
6614,"bottled water"
6616,"root vegetables"
6617,"bottled beer"
6618,"pip fruit"
6619,"dessert"
6620,"hard cheese"
6621,"baking powder"
6622,"candy"
6623,"dessert"
6626,"sausage"
6627,"root vegetables"
6628,"frozen vegetables"
6629,"long life bakery product"
6631,"citrus fruit"
6632,"frozen fish"
6633,"pickled vegetables"
6634,"citrus fruit"
6635,"white bread"
6636,"rolls/buns"
6637,"root vegetables"
6638,"mayonnaise"
6639,"root vegetables"
6640,"rolls/buns"
6641,"bottled beer"
6644,"whole milk"
6645,"white bread"
6648,"citrus fruit"
6649,"rolls/buns"
6650,"male cosmetics"
6651,"finished products"
6652,"pip fruit"
6653,"specialty cheese"
6654,"organic products"
6655,"chewing gum"
6658,"oil"
6660,"citrus fruit"
6661,"kitchen towels"
6662,"whole milk"
6663,"ice cream"
6665,"onions"
6666,"yogurt"
6667,"bottled water"
6668,"citrus fruit"
6669,"chocolate marshmallow"
6671,"whole milk"
6672,"flour"
6673,"canned fish"
6674,"specialty bar"
6675,"bottled water"
6676,"citrus fruit"
6678,"chewing gum"
6680,"white bread"
6682,"frozen meals"
6683,"chicken"
6684,"whole milk"
6685,"pastry"
6687,"sausage"
6688,"yogurt"
6689,"bottled water"
6690,"female sanitary products"
6691,"canned fish"
6692,"bottled water"
6693,"dessert"
6694,"long life bakery product"
6696,"rolls/buns"
6700,"whole milk"
6701,"beef"
6702,"whipped/sour cream"
6703,"salty snack"
6705,"specialty chocolate"
6707,"tropical fruit"
6708,"canned beer"
6709,"citrus fruit"
6710,"domestic eggs"
6713,"bottled water"
6714,"newspapers"
6715,"pastry"
6716,"candy"
6718,"root vegetables"
6720,"UHT-milk"
6721,"chocolate"
6722,"pastry"
6723,"root vegetables"
6724,"yogurt"
6725,"chocolate"
6726,"canned beer"
6727,"whipped/sour cream"
6728,"dessert"
6729,"frozen meals"
6730,"rolls/buns"
6731,"beef"
6734,"margarine"
6735,"root vegetables"
6736,"organic sausage"
6737,"soda"
6738,"soda"
6740,"candy"
6741,"specialty bar"
6742,"berries"
6743,"fruit/vegetable juice"
6745,"tropical fruit"
6746,"yogurt"
6747,"cat food"
6749,"vinegar"
6751,"whipped/sour cream"
6752,"curd"
6755,"fruit/vegetable juice"
6757,"whole milk"
6759,"bottled beer"
6760,"softener"
6761,"whipped/sour cream"
6762,"whole milk"
6763,"fruit/vegetable juice"
6765,"fruit/vegetable juice"
6767,"yogurt"
6768,"pip fruit"
6769,"soda"
6770,"root vegetables"
6771,"soda"
6772,"rolls/buns"
6774,"whole milk"
6776,"root vegetables"
6777,"domestic eggs"
6778,"bottled water"
6781,"pork"
6782,"flour"
6784,"baking powder"
6786,"whole milk"
6787,"domestic eggs"
6788,"skin care"
6790,"sugar"
6791,"onions"
6793,"butter milk"
6794,"cocoa drinks"
6796,"frozen vegetables"
6797,"whole milk"
6798,"flower soil/fertilizer"
6801,"newspapers"
6802,"ham"
6803,"red/blush wine"
6804,"house keeping products"
6805,"soda"
6806,"whole milk"
6807,"rolls/buns"
6810,"herbs"
6811,"rolls/buns"
6812,"fruit/vegetable juice"
6814,"whole milk"
6815,"whole milk"
6816,"soft cheese"
6817,"soda"
6819,"beef"
6820,"root vegetables"
6821,"yogurt"
6822,"bottled water"
6824,"whole milk"
6825,"tropical fruit"
6826,"beverages"
6828,"curd"
6829,"soft cheese"
6831,"chicken"
6833,"chocolate"
6834,"root vegetables"
6835,"oil"
6836,"beef"
6837,"rolls/buns"
6838,"pip fruit"
6839,"bottled water"
6840,"sausage"
6841,"whole milk"
6842,"rolls/buns"
6844,"chicken"
6845,"white wine"
6846,"soda"
6850,"root vegetables"
6851,"pastry"
6852,"root vegetables"
6853,"brown bread"
6856,"curd"
6858,"specialty chocolate"
6860,"citrus fruit"
6861,"bottled water"
6862,"whole milk"
6863,"bottled water"
6864,"domestic eggs"
6865,"beef"
6866,"red/blush wine"
6867,"UHT-milk"
6868,"napkins"
6869,"grapes"
6870,"white bread"
6871,"hamburger meat"
6872,"whole milk"
6873,"cake bar"
6874,"butter"
6875,"whole milk"
6876,"roll products"
6877,"salty snack"
6878,"onions"
6879,"brown bread"
6880,"root vegetables"
6881,"pastry"
6883,"chicken"
6884,"canned fruit"
6885,"sausage"
6886,"root vegetables"
6887,"beverages"
6888,"rolls/buns"
6889,"tropical fruit"
6892,"whole milk"
6893,"dog food"
6895,"whole milk"
6896,"newspapers"
6897,"citrus fruit"
6898,"whipped/sour cream"
6899,"baking powder"
6900,"whole milk"
6902,"whole milk"
6903,"bottled beer"
6904,"cling film/bags"
6905,"butter"
6906,"male cosmetics"
6907,"salt"
6908,"tropical fruit"
6909,"specialty bar"
6910,"rolls/buns"
6911,"chicken"
6912,"whipped/sour cream"
6913,"citrus fruit"
6914,"rolls/buns"
6915,"ham"
6916,"spread cheese"
6917,"napkins"
6918,"house keeping products"
6919,"citrus fruit"
6920,"frozen vegetables"
6924,"whipped/sour cream"
6925,"long life bakery product"
6927,"citrus fruit"
6928,"soda"
6931,"soda"
6932,"rolls/buns"
6934,"herbs"
6935,"pastry"
6936,"hamburger meat"
6937,"butter milk"
6938,"sugar"
6939,"rolls/buns"
6940,"margarine"
6941,"berries"
6943,"white wine"
6944,"root vegetables"
6945,"rolls/buns"
6946,"newspapers"
6947,"chicken"
6948,"rolls/buns"
6949,"canned fruit"
6950,"rolls/buns"
6952,"bottled water"
6953,"root vegetables"
6954,"curd"
6955,"newspapers"
6956,"bottled water"
6957,"root vegetables"
6958,"bottled water"
6959,"UHT-milk"
6960,"cat food"
6961,"red/blush wine"
6962,"citrus fruit"
6963,"butter"
6964,"canned fruit"
6965,"bottled beer"
6966,"root vegetables"
6967,"butter"
6968,"rice"
6969,"tropical fruit"
6971,"yogurt"
6972,"cat food"
6973,"candy"
6974,"cat food"
6975,"whole milk"
6976,"misc. beverages"
6977,"citrus fruit"
6978,"root vegetables"
6979,"sliced cheese"
6980,"pickled vegetables"
6981,"chocolate"
6982,"beef"
6983,"margarine"
6985,"whole milk"
6987,"bottled beer"
6988,"baking powder"
6989,"pastry"
6990,"whole milk"
6991,"specialty bar"
6992,"fruit/vegetable juice"
6993,"ham"
6994,"dessert"
6995,"fruit/vegetable juice"
6996,"pork"
6997,"waffles"
6999,"sausage"
7000,"pip fruit"
7001,"butter"
7002,"cream cheese"
7003,"rolls/buns"
7004,"margarine"
7005,"waffles"
7006,"pork"
7007,"canned beer"
7008,"root vegetables"
7009,"domestic eggs"
7010,"pork"
7012,"yogurt"
7013,"bottled water"
7014,"tropical fruit"
7015,"red/blush wine"
7016,"shopping bags"
7019,"whole milk"
7020,"coffee"
7022,"citrus fruit"
7023,"rolls/buns"
7024,"soda"
7025,"pip fruit"
7026,"butter milk"
7027,"tropical fruit"
7028,"roll products"
7030,"brown bread"
7031,"potted plants"
7033,"tropical fruit"
7034,"UHT-milk"
7035,"potted plants"
7036,"turkey"
7037,"frozen potato products"
7038,"semi-finished bread"
7039,"soda"
7040,"prosecco"
7041,"beef"
7042,"yogurt"
7043,"salt"
7046,"cat food"
7048,"UHT-milk"
7050,"root vegetables"
7051,"canned beer"
7052,"tropical fruit"
7053,"yogurt"
7054,"white bread"
7055,"long life bakery product"
7056,"newspapers"
7057,"yogurt"
7058,"long life bakery product"
7059,"root vegetables"
7060,"cream"
7062,"root vegetables"
7065,"sweet spreads"
7066,"cake bar"
7067,"pip fruit"
7068,"butter milk"
7069,"root vegetables"
7070,"house keeping products"
7071,"bottled beer"
7072,"grapes"
7073,"tea"
7075,"curd"
7076,"seasonal products"
7077,"meat"
7078,"pastry"
7079,"newspapers"
7080,"domestic eggs"
7081,"pastry"
7082,"candy"
7083,"chocolate"
7084,"pip fruit"
7085,"whipped/sour cream"
7086,"sauces"
7087,"whipped/sour cream"
7088,"pastry"
7090,"pork"
7092,"rolls/buns"
7093,"shopping bags"
7094,"coffee"
7095,"pip fruit"
7096,"grapes"
7097,"kitchen towels"
7098,"cat food"
7101,"root vegetables"
7102,"butter"
7103,"newspapers"
7105,"curd"
7107,"napkins"
7108,"tropical fruit"
7109,"condensed milk"
7110,"candles"
7113,"rolls/buns"
7114,"chocolate"
7115,"UHT-milk"
7117,"root vegetables"
7118,"mustard"
7123,"beef"
7124,"whipped/sour cream"
7125,"whole milk"
7126,"chocolate"
7128,"brown bread"
7129,"pork"
7130,"pastry"
7132,"root vegetables"
7133,"rolls/buns"
7134,"red/blush wine"
7135,"shopping bags"
7136,"packaged fruit/vegetables"
7139,"canned vegetables"
7140,"bottled water"
7142,"sugar"
7143,"candy"
7144,"frozen vegetables"
7146,"yogurt"
7147,"rolls/buns"
7148,"dessert"
7149,"margarine"
7150,"female sanitary products"
7151,"tropical fruit"
7152,"curd"
7153,"instant coffee"
7155,"beverages"
7156,"soda"
7157,"tropical fruit"
7159,"brown bread"
7161,"curd"
7162,"canned fish"
7164,"onions"
7165,"butter milk"
7166,"salty snack"
7167,"pip fruit"
7168,"frozen potato products"
7170,"root vegetables"
7171,"sugar"
7172,"chocolate"
7174,"hard cheese"
7176,"pip fruit"
7178,"root vegetables"
7180,"soda"
7182,"tropical fruit"
7184,"detergent"
7186,"cream cheese"
7187,"canned fish"
7190,"dog food"
7191,"napkins"
7192,"whole milk"
7194,"margarine"
7195,"root vegetables"
7196,"sparkling wine"
7197,"napkins"
7199,"pork"
7200,"whole milk"
7201,"margarine"
7202,"cling film/bags"
7203,"berries"
7204,"sliced cheese"
7206,"cream cheese"
7209,"newspapers"
7214,"curd"
7215,"processed cheese"
7218,"frozen vegetables"
7221,"soda"
7222,"hamburger meat"
7223,"soda"
7224,"kitchen towels"
7226,"dental care"
7229,"instant coffee"
7231,"misc. beverages"
7233,"candy"
7234,"ham"
7235,"white bread"
7236,"long life bakery product"
7237,"butter"
7238,"misc. beverages"
7239,"domestic eggs"
7241,"misc. beverages"
7242,"pip fruit"
7244,"bottled water"
7245,"dessert"
7246,"soda"
7247,"tropical fruit"
7248,"whipped/sour cream"
7249,"white bread"
7250,"salty snack"
7253,"whole milk"
7254,"cocoa drinks"
7257,"root vegetables"
7258,"processed cheese"
7259,"hygiene articles"
7260,"candy"
7263,"tropical fruit"
7264,"white wine"
7265,"fruit/vegetable juice"
7268,"whipped/sour cream"
7270,"soda"
7271,"shopping bags"
7272,"ice cream"
7274,"canned beer"
7275,"canned beer"
7276,"dessert"
7277,"soda"
7278,"candles"
7279,"packaged fruit/vegetables"
7280,"hamburger meat"
7281,"potato products"
7282,"soda"
7283,"detergent"
7284,"liquor (appetizer)"
7286,"shopping bags"
7287,"UHT-milk"
7288,"citrus fruit"
7289,"root vegetables"
7290,"brown bread"
7291,"chocolate"
7294,"cream cheese"
7296,"butter milk"
7297,"curd"
7299,"pastry"
7300,"liquor (appetizer)"
7301,"yogurt"
7302,"brown bread"
7303,"pip fruit"
7306,"canned beer"
7307,"dessert"
7308,"white wine"
7309,"bottled beer"
7310,"chewing gum"
7312,"pastry"
7313,"soda"
7314,"yogurt"
7315,"bottled water"
7318,"canned beer"
7319,"whole milk"
7320,"bottled beer"
7322,"tropical fruit"
7323,"detergent"
7326,"rolls/buns"
7327,"long life bakery product"
7328,"sliced cheese"
7329,"fruit/vegetable juice"
7331,"whole milk"
7333,"beverages"
7334,"soda"
7335,"yogurt"
7338,"margarine"
7340,"root vegetables"
7341,"hard cheese"
7342,"sweet spreads"
7344,"berries"
7345,"cream cheese"
7347,"processed cheese"
7349,"rolls/buns"
7352,"root vegetables"
7353,"rolls/buns"
7354,"photo/film"
7355,"sausage"
7358,"butter"
7360,"soda"
7361,"rolls/buns"
7363,"tropical fruit"
7365,"cat food"
7366,"yogurt"
7367,"bottled water"
7369,"brown bread"
7370,"dessert"
7371,"pip fruit"
7372,"sliced cheese"
7373,"canned fruit"
7374,"photo/film"
7377,"pip fruit"
7378,"brown bread"
7379,"bottled water"
7380,"rolls/buns"
7381,"liquor (appetizer)"
7382,"yogurt"
7383,"beverages"
7384,"bottled water"
7385,"cream cheese"
7386,"citrus fruit"
7387,"margarine"
7388,"yogurt"
7389,"condensed milk"
7390,"long life bakery product"
7391,"brown bread"
7392,"sugar"
7394,"waffles"
7395,"citrus fruit"
7396,"pudding powder"
7397,"cream cheese"
7399,"newspapers"
7402,"whipped/sour cream"
7404,"coffee"
7405,"rolls/buns"
7408,"root vegetables"
7409,"cake bar"
7410,"shopping bags"
7411,"soda"
7412,"citrus fruit"
7413,"margarine"
7414,"whole milk"
7415,"domestic eggs"
7416,"misc. beverages"
7417,"turkey"
7419,"yogurt"
7420,"sauces"
7422,"canned fruit"
7425,"pip fruit"
7426,"rolls/buns"
7427,"semi-finished bread"
7428,"root vegetables"
7429,"soft cheese"
7430,"mustard"
7431,"yogurt"
7432,"shopping bags"
7434,"berries"
7435,"coffee"
7436,"pastry"
7437,"hamburger meat"
7438,"white bread"
7439,"sausage"
7440,"shopping bags"
7441,"root vegetables"
7442,"ice cream"
7443,"canned beer"
7444,"pork"
7445,"coffee"
7446,"house keeping products"
7447,"oil"
7448,"candles"
7449,"brown bread"
7450,"onions"
7451,"napkins"
7452,"brown bread"
7453,"hard cheese"
7454,"long life bakery product"
7456,"coffee"
7458,"pip fruit"
7460,"root vegetables"
7461,"rolls/buns"
7464,"sauces"
7466,"pork"
7468,"rolls/buns"
7471,"tropical fruit"
7472,"bottled beer"
7473,"sausage"
7474,"sliced cheese"
7475,"salty snack"
7476,"UHT-milk"
7477,"butter"
7478,"soft cheese"
7480,"frozen meals"
7483,"oil"
7486,"chicken"
7487,"detergent"
7488,"pip fruit"
7489,"long life bakery product"
7491,"curd"
7492,"whole milk"
7493,"margarine"
7495,"oil"
7498,"rolls/buns"
7499,"canned beer"
7500,"soda"
7501,"Instant food products"
7502,"bottled water"
7503,"whole milk"
7504,"sweet spreads"
7505,"fruit/vegetable juice"
7507,"rolls/buns"
7508,"soft cheese"
7509,"bottled beer"
7511,"rolls/buns"
7512,"sausage"
7513,"whipped/sour cream"
7514,"shopping bags"
7515,"chocolate"
7518,"yogurt"
7519,"candy"
7520,"oil"
7522,"photo/film"
7523,"pip fruit"
7524,"dishes"
7525,"white wine"
7526,"napkins"
7527,"rolls/buns"
7528,"canned beer"
7529,"whole milk"
7533,"whole milk"
7534,"rolls/buns"
7536,"canned beer"
7537,"Instant food products"
7539,"bottled beer"
7541,"butter"
7542,"rolls/buns"
7543,"pip fruit"
7544,"shopping bags"
7545,"root vegetables"
7546,"soda"
7547,"fruit/vegetable juice"
7548,"long life bakery product"
7550,"shopping bags"
